Game_sale_index,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8183,Glover,PS,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17
8184,Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17
8185,Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17
8186,Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17
8187,MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17
8188,Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8189,World Driver Championship,N64,1999,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17
8190,Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17
8191,Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17
8192,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17
8193,Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17
8194,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17
8195,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
8196,Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0.0,0.02,0.17
8197,Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8198,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17
8199,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17
8200,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17
8201,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17
8202,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8203,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
8204,Family Feud Decades,Wii,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17
8205,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17
8206,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17
8207,Solitaire Overload Plus,DS,2010,Misc,Telegames,0.16,0.0,0.0,0.01,0.17
8208,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8209,Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17
8210,Tak: Mojo Mistake,DS,2008,Action,THQ,0.16,0.0,0.0,0.01,0.17
8211,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
8212,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17
8213,Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17
8214,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17
8215,Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17
8216,Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17
8217,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17
8218,Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17
8219,Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17
8220,Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17
8221,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8222,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17
8223,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17
8224,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
8225,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8226,MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17
8227,SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17
8228,Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17
8229,G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17
8230,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17
8231,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8232,Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17
8233,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17
8234,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
8235,Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17
8236,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17
8237,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8238,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17
8239,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17
8240,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8241,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
8242,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.15,0.01,0.0,0.01,0.17
8243,Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17
8244,The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0.0,0.02,0.17
8245,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17
8246,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17
8247,Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17
8248,Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17
8249,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8250,Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.17
8251,I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17
8252,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
8253,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17
8254,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17
8255,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17
8256,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17
8257,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17
8258,Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17
8259,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17
8260,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17
8261,Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17
8262,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17
8263,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
8264,Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8265,Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17
8266,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17
8267,Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17
8268,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.17
8269,Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17
8270,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17
8271,Learning to Spell,DS,2010,Misc,505 Games,0.16,0.0,0.0,0.01,0.17
8272,"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
8273,Super Power League,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8274,Easy Piano,DS,2009,Misc,Game Life,0.04,0.11,0.0,0.02,0.17
8275,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17
8276,Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17
8277,Payday 2,XOne,2015,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17
8278,25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17
8279,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17
8280,NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17
8281,TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0.01,0.0,0.01,0.17
8282,Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17
8283,Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,0.02,0.17
8284,Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17
8285,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17
8286,Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17
8287,Klonoa,Wii,2008,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17
8288,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
8289,Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17
8290,Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17
8291,Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17
8292,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8293,Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0.0,0.01,0.17
8294,TOEIC Test Training DS,DS,2007,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17
8295,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8296,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17
8297,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17
8298,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17
8299,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17
8300,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17
8301,FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17
8302,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
8303,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17
8304,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0.0,0.02,0.17
8305,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17
8306,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17
8307,Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17
8308,Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17
8309,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16
8310,Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16
8311,Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16
8312,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8313,Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16
8314,MLB 16: The Show,PS3,2016,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16
8315,Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16
8316,Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0.0,0.02,0.16
8317,PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16
8318,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16
8319,Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16
8320,Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.16
8321,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
8322,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0.0,0.0,0.01,0.16
8323,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16
8324,Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16
8325,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16
8326,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16
8327,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.12,0.02,0.0,0.02,0.16
8328,F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16
8329,Rio,DS,2011,Misc,THQ,0.12,0.03,0.0,0.01,0.16
8330,Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.08,0.06,0.0,0.02,0.16
8331,Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16
8332,Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16
8333,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16
8334,ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0.0,0.02,0.16
8335,Thor: God of Thunder,Wii,2011,Action,Sega,0.11,0.04,0.0,0.01,0.16
8336,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16
8337,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16
8338,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8339,Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
8340,Around the World in 80 Days,DS,2010,Action,PlayV,0.0,0.14,0.0,0.02,0.16
8341,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16
8342,True Swing Golf,DS,2005,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16
8343,Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16
8344,Bomberman Land,PS,2000,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16
8345,Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,0.12,0.04,0.0,0.0,0.16
8346,Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0.0,0.02,0.16
8347,Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.16
8348,Curious George,GBA,2006,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16
8349,Monster Jam,Wii,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.16
8350,Medieval Games,Wii,2009,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16
8351,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.11,0.04,0.0,0.01,0.16
8352,Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.11,0.04,0.0,0.01,0.16
8353,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16
8354,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16
8355,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16
8356,Godzilla Unleashed,Wii,2007,Fighting,Atari,0.15,0.0,0.0,0.01,0.16
8357,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0.0,0.0,0.16,0.0,0.16
8358,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16
8359,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16
8360,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16
8361,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16
8362,Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16
8363,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16
8364,World Stadium 4,PS,2000,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16
8365,Midway Arcade Treasures 2,GC,2004,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16
8366,Hot Wheels World Race,GC,2003,Racing,THQ,0.13,0.03,0.0,0.0,0.16
8367,San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0.0,0.0,0.16,0.0,0.16
8368,Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16
8369,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16
8370,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0.0,0.01,0.16
8371,Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16
8372,Dancing With The Stars,PS2,2007,Misc,Activision,0.08,0.06,0.0,0.02,0.16
8373,Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
8374,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16
8375,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
8376,Otogirisou,SNES,1992,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16
8377,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8378,Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16
8379,Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0.0,0.01,0.16
8380,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0.0,0.0,0.01,0.16
8381,My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,0.13,0.02,0.0,0.01,0.16
8382,NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16
8383,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16
8384,Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16
8385,Dr. Muto,PS2,2002,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16
8386,Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16
8387,Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16
8388,DS Rakubiki Jiten,DS,2005,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
8389,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,0.08,0.06,0.0,0.02,0.16
8390,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16
8391,Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0.0,0.02,0.16
8392,Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16
8393,Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16
8394,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8395,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16
8396,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16
8397,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0.06,0.0,0.02,0.16
8398,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0.0,0.0,0.16
8399,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8400,The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
8401,Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16
8402,Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16
8403,Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16
8404,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16
8405,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8406,Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16
8407,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0.0,0.0,0.01,0.16
8408,NASCAR Heat 2002,GBA,2002,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16
8409,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
8410,International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
8411,TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16
8412,Intellivision Lives!,PS2,2003,Misc,Play It,0.08,0.06,0.0,0.02,0.16
8413,Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16
8414,Robots,GC,2005,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16
8415,Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.15,0.0,0.0,0.01,0.16
8416,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16
8417,Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0.0,0.14,0.0,0.02,0.16
8418,Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0.0,0.01,0.16
8419,Ener-G: Dance Squad,DS,2008,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16
8420,Our House,DS,2009,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16
8421,SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16
8422,Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
8423,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.0,0.0,0.16,0.0,0.16
8424,NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16
8425,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0.0,0.0,0.16
8426,Power Stakes,PS,1997,Sports,Aques,0.0,0.0,0.15,0.01,0.16
8427,Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16
8428,Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16
8429,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16
8430,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16
8431,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16
8432,Hydro Thunder,N64,2000,Racing,Midway Games,0.13,0.03,0.0,0.0,0.16
8433,Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0.0,0.0,0.16
8434,Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16
8435,Destruction Derby 64,N64,1999,Racing,THQ,0.13,0.03,0.0,0.0,0.16
8436,Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16
